District Code,District,Street,City,City,Zip,Address,Latitude,Longitude,Address_formatted,confidence,confidence_city_level,confidence_street_level
38903,Jackson Arts and Technology PSA,500 Griswold St,Jackson,MI,49203,"500 Griswold St, Jackson, MI 49203",42.23017121,-84.41657979,"500 Griswold Street, Jackson, MI 49203, United States of America",1,1,1
38904,Francis Street Primary School,1320 S Martin Luther King Jr Dr,Jackson,MI,49203,"1320 S Martin Luther King Jr Dr, Jackson, MI 49203",42.221835,-84.396625,"Summit Township, MI 49203, United States of America",0.25,1,
38904,Francis Street Primary School,1320 Francis Street,Jackson,MI,49203,"1320 Francis Street, Jackson, MI 49203",42.23254357,-84.40382818,"1320 Francis Street, Jackson, MI 49203, United States of America",1,1,1
39900,Lakeside Charter School - Kalamazoo,3921 Oakland Dr Frnt,Kalamazoo,MI,49008,"3921 Oakland Dr Frnt, Kalamazoo, MI 49008",42.263841,-85.617047,"Kalamazoo (Kalamazoo), MI 49008, United States of America",0.25,1,
39901,Navigator Academy,1340 Cobb Street,Kalamazoo,MI,49007,"1340 Cobb Street, Kalamazoo, MI 49007",42.302591,-85.588193,"Kalamazoo (Kalamazoo), MI 49007, United States of America",0.25,1,
39902,Family Institute Early Childhood Academy,505 S. Park Street,Kalamazoo,MI,49007,"505 S. Park Street, Kalamazoo, MI 49007",42.28730636,-85.58732,"505 South Park Street, Kalamazoo, MI 49007, United States of America",1,1,1
39903,Oakland Academy,6325 Oakland Dr,Portage,MI,49024,"6325 Oakland Dr, Portage, MI 49024",42.22548642,-85.61382024,"6325 Oakland Drive, Portage, MI 49024, United States of America",1,1,1
39904,Kalamazoo Advantage Academy,121 W. South Street,Kalamazoo,MI,49007,"121 W. South Street, Kalamazoo, MI 49007",42.28972249,-85.58356455,"121 West South Street, Kalamazoo, MI 49007, United States of America",1,1,1
39905,Paramount Charter Academy,3624 S Westnedge Ave,Kalamazoo,MI,49008,"3624 S Westnedge Ave, Kalamazoo, MI 49008",42.25530621,-85.58972979,"3624 South Westnedge Avenue, Kalamazoo, MI 49008, United States of America",1,1,1
39906,Youth Advancement Academy,6750 Chime St,Kalamazoo,MI,49009,"6750 Chime St, Kalamazoo, MI 49009",42.25622434,-85.67923197,"6750 Chime Street, Oshtemo Charter Township, MI 49009, United States of America",1,1,1
39907,Forest Academy,5196 Comstock Ave,Kalamazoo,MI,49048,"5196 Comstock Ave, Kalamazoo, MI 49048",42.2834872,-85.52736584,"5196 Comstock Avenue, Comstock Charter Township, MI 49048, United States of America",1,1,1
39908,Evergreen Academy,2121 Hudson Ave,Kalamazoo,MI,49008,"2121 Hudson Ave, Kalamazoo, MI 49008",42.271325,-85.596986,"2121 Hudson Avenue, Kalamazoo, MI 49008, United States of America",1,1,1
39909,Augusta Academy,600 West Michigan,Augusta,MI,49012,"600 West Michigan, Augusta, MI 49012",42.33518225,-85.35873545,"Child Development Center, 600 West Michigan Avenue, Augusta, MI 49012, United States of America",0.9,1,0.9
39910,Great Lakes Explorations Academy,6200 West Kalamazoo,Kalamazoo,MI,49009,"6200 West Kalamazoo, Kalamazoo, MI 49009",42.2813876,-85.6729283,"6200 West KL Avenue, Kalamazoo, MI, United States of America",0.729,1,0.81
39910,Great Lakes Explorations Academy,6200 West Kalamazoo Avenue,Kalamazoo,MI,49009,"6200 West Kalamazoo Avenue, Kalamazoo, MI 49009",42.2944731,-85.5853433,"West Kalamazoo Avenue, Kalamazoo, MI 49007, United States of America",0.5,1,1
39911,Kalamazoo Covenant Academy,404 W Crosstown Pkwy,Kalamazoo,MI,49001,"404 W Crosstown Pkwy, Kalamazoo, MI 49001",42.27617524,-85.5884608,"404 West Crosstown Parkway, Kalamazoo, MI 49001, United States of America",1,1,1
39911,Kalamazoo Covenant Academy,400 W Crosstown Pkwy,Kalamazoo,MI,49001,"400 W Crosstown Pkwy, Kalamazoo, MI 49001",42.276175,-85.588419,"400 West Crosstown Parkway, Kalamazoo, MI 49001, United States of America",1,1,1
41900,Covenant High School Grand Rapids,50 Antoine St Sw,Grand Rapids,MI,49507,"50 Antoine St Sw, Grand Rapids, MI 49507",42.94775729,-85.66902201,"50 Antoine Street Southwest, Grand Rapids, MI 49507, United States of America",1,1,1
41901,New Branches Charter Academy,3662 Poinsettia Ave Se,Grand Rapids,MI,49508,"3662 Poinsettia Ave Se, Grand Rapids, MI 49508",42.89747976,-85.63515614,"3662 Poinsettia Avenue Southeast, Grand Rapids, MI 49508, United States of America",1,1,1
41902,Horizons Community High School,1585 36th Street Sw,Wyoming,MI,49509,"1585 36th Street Sw, Wyoming, MI 49509",42.89898514,-85.70419014,"1585 36th Street Southwest, Wyoming, MI 49509, United States of America",1,1,1
41903,Innocademy Pyramid Campus,6100 E Paris Ave Se,Caledonia,MI,49316,"6100 E Paris Ave Se, Caledonia, MI 49316",42.85252308,-85.56534147,"6100 East Paris Avenue Southeast, Gaines Charter Township, MI 49316, United States of America",1,1,1
41904,West MI Academy of Environmental Science,4463 Leonard St Nw,Grand Rapids,MI,49534,"4463 Leonard St Nw, Grand Rapids, MI 49534",42.98694164,-85.77802636,"4463 Leonard Street Northwest, Walker, MI 49534, United States of America",1,1,1
41905,Excel Charter Academy,4201 Breton Rd Se,Grand Rapids,MI,49512,"4201 Breton Rd Se, Grand Rapids, MI 49512",42.932323,-85.6096,"Breton Road Southeast, East Grand Rapids, MI 49508, United States of America",0.45,0.9,0.9
41906,West MI Academy for Hospitality Science,1625 Leonard Street Ne,Grand Rapids,MI,49505,"1625 Leonard Street Ne, Grand Rapids, MI 49505",42.984522,-85.627526,"1625 Leonard Street Northeast, Grand Rapids, MI 49505, United States of America",1,1,1
41907,New School for Creative Learning,3950 Burton Se,Grand Rapids,MI,49546,"3950 Burton Se, Grand Rapids, MI 49546",42.926013,-85.570429,"3950 Burton Street SE, Grand Rapids, MI, United States of America",0.9,1,0.9
41908,Byron Center Charter School,9930 Burlingame Ave Sw,Byron Center,MI,49315,"9930 Burlingame Ave Sw, Byron Center, MI 49315",42.78390271,-85.70276371,"9930 Burlingame Avenue Southwest, Byron Center, MI 49315, United States of America",1,1,1
41909,Vista Charter Academy,711 32nd St Se,Grand Rapids,MI,49548,"711 32nd St Se, Grand Rapids, MI 49548",42.90569033,-85.64956573,"711 32nd Street Southeast, Wyoming, MI 49548, United States of America",1,1,1
41910,Vanguard Charter Academy,1620 52nd St Sw,Wyoming,MI,49519,"1620 52nd St Sw, Wyoming, MI 49519",42.86973927,-85.70441642,"1620 52nd Street Southwest, Wyoming, MI 49519, United States of America",1,1,1
41911,Flat River Academy,9481 Jordan Rd,Greenville,MI,48838,"9481 Jordan Rd, Greenville, MI 48838",43.16063141,-85.26179306,"9481 Jordan Road, Eureka Township, MI 48838, United States of America",1,1,1
41911,Flat River Academy,9481 Jordan Road,Greenville,MI,48838,"9481 Jordan Road, Greenville, MI 48838",43.16063141,-85.26179306,"9481 Jordan Road, Eureka Township, MI 48838, United States of America",1,1,1
41912,Academy of Health and Science,1710 Woodworth Street Ne,Grand Rapids,MI,49525,"1710 Woodworth Street Ne, Grand Rapids, MI 49525",43.03551049,-85.62754558,"1710 Woodworth Street Northeast, Plainfield Charter Township, MI 49525, United States of America",1,1,1
41913,Gateway Middle/High School,311 State Street Se,Grand Rapids,MI,49503,"311 State Street Se, Grand Rapids, MI 49503",42.960026,-85.660384,"311 State Street Southeast, Grand Rapids, MI 49503, United States of America",1,1,1
41914,Knapp Charter Academy,1759 Leffingwell Ave Ne,Grand Rapids,MI,49525,"1759 Leffingwell Ave Ne, Grand Rapids, MI 49525",42.99375305,-85.60286173,"Knapp Charter Academy, 1759 Leffingwell Avenue Northeast, Grand Rapids, MI 49525, United States of America",1,1,1
41915,Walker Charter Academy,1801 3 Mile Rd Nw,Grand Rapids,MI,49544,"1801 3 Mile Rd Nw, Grand Rapids, MI 49544",43.015109,-85.715154,"1801 3 Mile Road Northwest, Walker, MI 49544, United States of America",1,1,1
41916,Cross Creek Charter Academy,7701 Kalamazoo Ave Se,Byron Center,MI,49315,"7701 Kalamazoo Ave Se, Byron Center, MI 49315",42.8253069,-85.62601497,"7701 Kalamazoo Avenue Southeast, Caledonia Charter Township, MI 49315, United States of America",1,1,1
41917,William C. Abney Academy,1435 Fulton St E,Grand Rapids,MI,49503,"1435 Fulton St E, Grand Rapids, MI 49503",42.96371515,-85.634824,"1435 Fulton Street East, Grand Rapids, MI 49503, United States of America",1,1,1
41917,William C. Abney Academy,256 Alger Street,Grand Rapids,MI,49507,"256 Alger Street, Grand Rapids, MI 49507",42.919797,-85.660094,"256 Alger Street SE, Grand Rapids, MI 49507, United States of America",0.9,1,0.9
41918,Creative Technologies Academy,350 Pine St,Cedar Springs,MI,49319,"350 Pine St, Cedar Springs, MI 49319",43.2271468,-85.5597979,"350 West Pine Street Northeast, Cedar Springs, MI, United States of America",0.49,1,0.49
41919,Ridge Park Charter Academy,4120 Camelot Ridge Dr Se,Grand Rapids,MI,49546,"4120 Camelot Ridge Dr Se, Grand Rapids, MI 49546",42.92049132,-85.56848566,"4120 Camelot Ridge Drive Southeast, Kentwood, MI 49546, United States of America",1,1,1
41920,Chandler Woods Charter Academy,6895 Samrick Ave Ne,Belmont,MI,49306,"6895 Samrick Ave Ne, Belmont, MI 49306",43.08684587,-85.62900723,"6895 Samrick Avenue Northeast, Plainfield Charter Township, MI 49306, United States of America",1,1,1
41921,Grand Rapids Child Discovery Center,409 Lafayette Ave Se,Grand Rapids,MI,49503,"409 Lafayette Ave Se, Grand Rapids, MI 49503",42.95559773,-85.66190082,"409 Lafayette Avenue Southeast, Grand Rapids, MI 49503, United States of America",1,1,1
41922,Lighthouse Academy,3300 36th St Se,Grand Rapids,MI,49512,"3300 36th St Se, Grand Rapids, MI 49512",42.897905,-85.5851638,"3300 36th Street Southeast, Kentwood, MI 49512, United States of America",1,1,1
41922,Lighthouse Academy,4507 170th Ave,Hersey,MI,49639,"4507 170th Ave, Hersey, MI 49639",43.88007753,-85.4247636,"4507 170th Avenue, Hersey Township, MI 49639, United States of America",1,1,1
41922,Lighthouse Academy,12263 James St,Holland,MI,49424,"12263 James St, Holland, MI 49424",42.81214708,-86.08667807,"12263 James Street, Holland Charter Township, MI 49424, United States of America",1,1,1
41922,Lighthouse Academy,1260 Ekhart St Ne,Grand Rapids,MI,49503,"1260 Ekhart St Ne, Grand Rapids, MI 49503",42.98298766,-85.64009443,"1260 Ekhart Street Northeast, Grand Rapids, MI 49503, United States of America",1,1,1
41922,Lighthouse Academy,12120 Fillmore St,West Olive,MI,49460,"12120 Fillmore St, West Olive, MI 49460",42.94272236,-86.08351846,"12120 Fillmore Street, Olive Township, MI 49460, United States of America",0.95,1,1
41922,Lighthouse Academy,951 Mill St,East Jordan,MI,49727,"951 Mill St, East Jordan, MI 49727",45.15411976,-85.11187759,"951 Mill Street, East Jordan, MI 49727, United States of America",1,1,1
41922,Lighthouse Academy,3300 36th St Se,Kentwood,MI,49512,"3300 36th St Se, Kentwood, MI 49512",42.897905,-85.5851638,"3300 36th Street Southeast, Kentwood, MI 49512, United States of America",1,1,1
41922,Lighthouse Academy,2355 Knapp St Ne,Grand Rapids,MI,49505,"2355 Knapp St Ne, Grand Rapids, MI 49505",42.99889769,-85.61085488,"2355 Knapp Street Northeast, Grand Rapids, MI 49505, United States of America",1,1,1
41922,Lighthouse Academy,1565 Cedar St Ne,Grand Rapids,MI,49503,"1565 Cedar St Ne, Grand Rapids, MI 49503",42.980904,-85.631536,"1565 Cedar Street Northeast, Grand Rapids, MI 49503, United States of America",1,1,1
41922,Lighthouse Academy,703 Ball Ave Ne,Grand Rapids,MI,49503,"703 Ball Ave Ne, Grand Rapids, MI 49503",42.9754843,-85.6328618,"703 Ball Avenue Northeast, Grand Rapids, MI 49503, United States of America",1,1,1
41922,Lighthouse Academy,630 Harvey St,Muskegon,MI,49442,"630 Harvey St, Muskegon, MI 49442",43.24424639,-86.2038422,"630 Harvey Street, Muskegon, MI 49442, United States of America",1,1,1
41922,Lighthouse Academy,1501 Cedar St Ne,Grand Rapids,MI,49503,"1501 Cedar St Ne, Grand Rapids, MI 49503",42.980902,-85.633582,"1501 Cedar Street Northeast, Grand Rapids, MI 49503, United States of America",1,1,1
41922,Lighthouse Academy,1161 W Southern Ave,Muskegon,MI,49441,"1161 W Southern Ave, Muskegon, MI 49441",43.224348,-86.270815,"1161 West Southern Avenue, Muskegon, MI 49441, United States of America",1,1,1
41923,Wellspring Preparatory High School,1031 Page St Ne,Grand Rapids,MI,49505,"1031 Page St Ne, Grand Rapids, MI 49505",42.98661486,-85.64432867,"1031 Page Street Northeast, Grand Rapids, MI 49505, United States of America",1,1,1
41924,West Michigan Aviation Academy,5363 44th St Se,Grand Rapids,MI,49512,"5363 44th St Se, Grand Rapids, MI 49512",42.88426933,-85.53421643,"5363 44th Street Southeast, Kentwood, MI 49512, United States of America",1,1,1
41925,Michigan Virtual Charter Academy,1620 E Elza Ave,Hazel Park,MI,48030,"1620 E Elza Ave, Hazel Park, MI 48030",42.45176199,-83.08759721,"1620 East Elza Avenue, Hazel Park, MI 48030, United States of America",1,1,1
41926,Hope Academy of West Michigan,240 Brown St Se,Grand Rapids,MI,49507,"240 Brown St Se, Grand Rapids, MI 49507",42.93186112,-85.662028,"240 Brown Street Southeast, Grand Rapids, MI 49507, United States of America",1,1,1
41927,Grand Rapids Ellington Academy of Arts & Technology,670 Burton St Se,Grand Rapids,MI,49507,"670 Burton St Se, Grand Rapids, MI 49507",42.92743413,-85.65103685,"670 Burton Street Southeast, Grand Rapids, MI 49507, United States of America",1,1,1
41927,Grand Rapids Ellington Academy of Arts & Technology,"670 Burton Street, Se",Grand Rapids,MI,49507,"670 Burton Street, Se, Grand Rapids, MI 49507",42.926617,-85.65062,"670 Burton Street SE, Grand Rapids, MI 49507, United States of America",0.9,1,0.9
41928,River City Scholars Charter Academy,944 Evergreen St Se,Grand Rapids,MI,49507,"944 Evergreen St Se, Grand Rapids, MI 49507",42.93625478,-85.64530529,"944 Evergreen Street Southeast, Grand Rapids, MI 49507, United States of America",1,1,1
41929,NexTech High School,801 Broadway Ave Nw # 225,Grand Rapids,MI,49504,"801 Broadway Ave Nw # 225, Grand Rapids, MI 49504",42.977896,-85.679551,"801 Broadway Avenue Northwest, Grand Rapids, MI 49504, United States of America",1,1,1
41930,Grand River Preparatory High School,650 52nd St Se,Kentwood,MI,49548,"650 52nd St Se, Kentwood, MI 49548",42.86927401,-85.64872739,"650 52nd Street Southeast, Kentwood, MI 49548, United States of America",1,1,1
41930,Grand River Preparatory High School,650 52nd St Se,Grand Rapids,MI,49548,"650 52nd St Se, Grand Rapids, MI 49548",42.86927401,-85.64872739,"650 52nd Street Southeast, Kentwood, MI 49548, United States of America",1,1,1
41931,PrepNet Virtual Academy,3850 Broadmoor Ave Se,Grand Rapids,MI,49512,"3850 Broadmoor Ave Se, Grand Rapids, MI 49512",42.89336517,-85.57349104,"3850 Broadmoor Avenue Southeast, Kentwood, MI 49512, United States of America",1,1,1
41932,Gerald Dawkins Academy,1050 Fisk St Se,Grand Rapids,MI,49507,"1050 Fisk St Se, Grand Rapids, MI 49507",42.942329,-85.642641,"1050 Fisk Street SE, Grand Rapids, MI 49507, United States of America",1,1,1
44901,Chatfield School,231 Lake Dr,Lapeer,MI,48446,"231 Lake Dr, Lapeer, MI 48446",43.0475735,-83.3404559,"231 Lake Drive, Lapeer, MI 48446, United States of America",1,1,1
45901,Leelanau Montessori Public School Academy,7401 E Duck Lake Rd,Lake Leelanau,MI,49653,"7401 E Duck Lake Rd, Lake Leelanau, MI 49653",44.985665,-85.704791,"7401 East Duck Lake Road, Lake Leelanau, MI 49653, United States of America",1,1,1
47900,Light of the World Academy,550 E Hamburg St,Pinckney,MI,48169,"550 E Hamburg St, Pinckney, MI 48169",42.45952965,-83.94239482,"550 East Hamburg Street, Pinckney, MI 48169, United States of America",1,1,1
47901,Kensington Woods Schools,9501 Pettys Road,Lakeland,MI,48143,"9501 Pettys Road, Lakeland, MI 48143",42.45787655,-83.83663817,"Kensington Woods Schools, 9501 Pettys Road, Hamburg Township, MI 48143, United States of America",1,1,1
47902,Charyl Stockwell Academy,9758 E Highland Rd,Howell,MI,48843,"9758 E Highland Rd, Howell, MI 48843",42.629874,-83.759332,"9758 Highland Road, Howell, MI 48843, United States of America",0.9,1,0.9
47902,Charyl Stockwell Academy,1032 Karl Greimel Dr,Brighton,MI,48116,"1032 Karl Greimel Dr, Brighton, MI 48116",42.540604,-83.795097,"1032 Karl Greimel Drive, Brighton, MI 48116, United States of America",1,1,1
47902,Charyl Stockwell Academy,1021 Karl Greimel Dr,Brighton,MI,48116,"1021 Karl Greimel Dr, Brighton, MI 48116",42.5408,-83.796698,"1021 Karl Greimel Drive, Brighton, MI 48116, United States of America",1,1,1
47903,FlexTech High School,7707 Conference Center Dr,Brighton,MI,48114,"7707 Conference Center Dr, Brighton, MI 48114",42.55185511,-83.79780637,"7707 Conference Center Drive, Genoa Charter Township, MI 48114, United States of America",1,1,1
49901,Three Lakes Academy,W17540 Main Street,Curtis,MI,49820,"W17540 Main Street, Curtis, MI 49820",46.2063749,-85.7584018,"Three Lakes Academy, W17540 Main Street, Curtis, MI 49820, United States of America",1,1,1
50900,Oakland-Macomb Montessori Academy,17350 Wellington Ave,Roseville,MI,48066,"17350 Wellington Ave, Roseville, MI 48066",42.5070175,-82.9417915,"17350 Wellington Avenue, Roseville, MI 48066, United States of America",1,1,1
50901,Macomb Academy,39092 Garfield Rd,Clinton Township,MI,48038,"39092 Garfield Rd, Clinton Township, MI 48038",42.58426454,-82.95181271,"39092 Garfield Road, Clinton Township, MI 48038, United States of America",1,1,1
50902,Michigan Collegiate,16911 Eastland St,Roseville,MI,48066,"16911 Eastland St, Roseville, MI 48066",42.5131065,-82.9466955,"16911 Eastland Street, Roseville, MI 48066, United States of America",1,1,1
50902,Michigan Collegiate,31300 Ryan Rd,Warren,MI,48092,"31300 Ryan Rd, Warren, MI 48092",42.52315789,-83.06792257,"31300 Ryan Road, Warren, MI 48092, United States of America",1,1,1
50902,Michigan Collegiate,31330 Ryan Rd,Warren,MI,48092,"31330 Ryan Rd, Warren, MI 48092",42.52326008,-83.06792674,"31330 Ryan Road, Warren, MI 48092, United States of America",1,1,1
50903,Huron Academy,11401 Metropolitan Pkwy,Sterling Heights,MI,48312,"11401 Metropolitan Pkwy, Sterling Heights, MI 48312",42.56664583,-83.01125719,"11401 Metropolitan Parkway, Sterling Heights, MI 48312, United States of America",1,1,1
50903,Huron Academy,36301 Utica Rd,Clinton Township,MI,48035,"36301 Utica Rd, Clinton Township, MI 48035",42.56354598,-82.96626313,"36301 Utica Road, Clinton Township, MI 48035, United States of America",1,1,1
50903,Huron Academy,11401 Metro Pkwy,Sterling Hts,MI,48312,"11401 Metro Pkwy, Sterling Hts, MI 48312",42.567112,-83.012297,"11401 Metropolitan Parkway, Sterling Heights, MI 48312, United States of America",0.63,1,0.63
50904,Global Preparatory Academy,7460 E 10 Mile Rd. ,Center Line,MI,48015,"26200 Ridgemont, Roseville, MI 48066",42.493273,-82.954119,"7460 E 10 Mile Rd. Center Line. MI 48015, United States of America ",0.9,1,0.9
50904,Global Preparatory Academy,26200 Ridgemont,Roseville,MI,48066,"26200 Ridgemont, Roseville, MI 48066",42.493273,-82.954119,"26200 Ridgemont Avenue, Roseville, MI, United States of America",0.9,1,0.9
50904,Global Preparatory Academy,28111 Imperial Dr,Warren,MI,48093,"28111 Imperial Dr, Warren, MI 48093",42.50300022,-83.00068097,"28111 Imperial Drive, Warren, MI 48093, United States of America",1,1,1
50905,Arts Academy in the Woods,32101 Caroline,Fraser,MI,48026,"32101 Caroline, Fraser, MI 48026",42.532412,-82.951935,"32101 Caroline, Fraser, MI 48026, United States of America",1,1,1
50906,Merritt Academy,59900 Havenridge Rd,New Haven,MI,48048,"59900 Havenridge Rd, New Haven, MI 48048",42.74099885,-82.80171526,"59900 Havenridge Road, Macomb County, MI 48048, United States of America",1,1,1
50907,Great Lakes Anchor Academy,24475 Saint Francis St,Clinton Township,MI,48036,"24475 Saint Francis St, Clinton Township, MI 48036",42.58928199,-82.86430335,"24475 Saint Francis Street, Clinton Township, MI 48036, United States of America",1,1,1
50908,Mt. Clemens Montessori Academy,1070 Hampton Rd,Mount Clemens,MI,48043,"1070 Hampton Rd, Mount Clemens, MI 48043",42.5859217,-82.89177223,"1070 Hampton Road, Mount Clemens, MI 48043, United States of America",1,1,1
50909,Prevail Academy,353 Cass Ave,Mount Clemens,MI,48043,"353 Cass Ave, Mount Clemens, MI 48043",42.59830969,-82.89523608,"353 Cass Avenue, Mount Clemens, MI 48043, United States of America",1,1,1
50910,Ben Ross Public School Academy,8525 Cole Dr,Warren,MI,48093,"8525 Cole Dr, Warren, MI 48093",42.50879714,-83.01964496,"8525 Cole Drive, Warren, MI 48093, United States of America",1,1,1
50911,Academy of Warren,13943 E 8 Mile Rd,Warren,MI,48089,"13943 E 8 Mile Rd, Warren, MI 48089",42.44976507,-82.98189825,"13943 East 8 Mile Road, Warren, MI 48089, United States of America",1,1,1
50912,Reach Charter Academy,25275 Chippendale St,Roseville,MI,48066,"25275 Chippendale St, Roseville, MI 48066",42.48233225,-82.92387163,"25275 Chippendale Street, Roseville, MI 48066, United States of America",1,1,1
50913,Noor International Academy,37412 Dequindre Rd,Sterling Heights,MI,48310,"37412 Dequindre Rd, Sterling Heights, MI 48310",42.567005,-83.088785,"37412 Dequindre Road, Sterling Heights, MI 48310, United States of America",1,1,1
50914,Macomb Montessori Academy,14057 E 9 Mile Rd,Warren,MI,48089,"14057 E 9 Mile Rd, Warren, MI 48089",42.46403954,-82.98051114,"14057 East 9 Mile Road, Warren, MI 48089, United States of America",1,1,1
50915,Rising Stars Academy,23855 Lawrence,Center Line,MI,48015,"23855 Lawrence, Center Line, MI 48015",42.469924,-83.032226,"23855 Lawrence, Center Line, MI 48015, United States of America",1,1,1
50916,Success Mile Academy,27300 Dequindre Rd,Warren,MI,48092,"27300 Dequindre Rd, Warren, MI 48092",42.49283,-83.085072,"27300 Dequindre Road, Warren, MI 48092, United States of America",1,1,1
50916,Success Mile Academy,27300 Dequindre,Warren,MI,48902,"27300 Dequindre, Warren, MI 48902",42.4936975,-83.0838275,"Michigan Mathematics and Science Academy Dequindre, 27300 Dequindre Road, Warren, MI 48092, United States of America",0.9,1,0.9
50917,Red Oak Academy,11200 E 11 Mile Rd,Warren,MI,48089,"11200 E 11 Mile Rd, Warren, MI 48089",42.49140808,-83.01294359,"11200 East 11 Mile Road, Warren, MI 48089, United States of America",1,1,1
50918,Center Line Preparatory Academy,8155 Ritter,Center Line,MI,48015,"8155 Ritter, Center Line, MI 48015",42.4796966,-83.024344,"8155 Ritter Street, Center Line, MI 48015, United States of America",0.9,1,0.9
50919,Drive One Career Technical High School,15900 Common Rd,Roseville,MI,48066,"15900 Common Rd, Roseville, MI 48066",42.51633786,-82.95954277,"15900 Common Road, Roseville, MI 48066, United States of America",1,1,1
50920,New Dawn Academy of Warren,8200 Irving Rd,Sterling Hts,MI,48312,"8200 Irving Rd, Sterling Hts, MI 48312",42.54572194,-83.02680211,"8200 Irving Road, Sterling Heights, MI 48312, United States of America",1,1,1
51902,Newland Academy of Arts & Science,3031 Domres Road,Manistee,MI,49660,"3031 Domres Road, Manistee, MI 49660",44.307208,-86.24033772,"3031 Domres Road, Manistee Township, MI 49660, United States of America",1,1,1
51903,Casman Alternative Academy,225 9th St,Manistee,MI,49660,"225 9th St, Manistee, MI 49660",44.237076,-86.311718,"225 9th Street, Manistee, MI 49660, United States of America",1,1,1
51904,Shoreline Academy of Business and Trades,772 E. Parkdale Avenue,Manistee,MI,49660,"772 E. Parkdale Avenue, Manistee, MI 49660",44.27003894,-86.28827637,"772 East Parkdale Avenue, Parkdale, MI 49660, United States of America",1,1,1
51905,Michigan Great Lakes Virtual Academy,50 Filer St,Manistee,MI,49660,"50 Filer St, Manistee, MI 49660",44.24767659,-86.32011521,"50 Filer Street, Manistee, MI 49660, United States of America",1,1,1
52901,North Star Montessori Academy,3030 Wright St,Marquette,MI,49855,"3030 Wright St, Marquette, MI 49855",46.5558402,-87.45840746,"3030 Wright Street, Trowbridge Park, MI 49855, United States of America",1,1,1
52901,North Star Montessori Academy,3030 Wright Street,Marquette,MI,49855,"3030 Wright Street, Marquette, MI 49855",46.5558402,-87.45840746,"3030 Wright Street, Trowbridge Park, MI 49855, United States of America",1,1,1
53900,Mackinac Preparatory Academy,525 4th Street,Baldwin,MI,49304,"525 4th Street, Baldwin, MI 49304",43.88983404,-85.85717349,"525 4th Street, Baldwin, MI 49304, United States of America",1,1,1
53901,Gateway To Success Academy,526 N Scottville Rd,Scottville,MI,49454,"526 N Scottville Rd, Scottville, MI 49454",43.964272,-86.278304,"526 North Scottville Road, Scottville, MI 49454, United States of America",1,1,1
54901,Crossroads Charter Academy,215 N State St,Big Rapids,MI,49307,"215 N State St, Big Rapids, MI 49307",43.69996929,-85.48414429,"215 North State Street, Big Rapids, MI 49307, United States of America",1,1,1
54901,Crossroads Charter Academy,215 Spruce St W,Big Rapids,MI,49307,"215 Spruce St W, Big Rapids, MI 49307",43.6998835,-85.4872363,"215 West Spruce Street, Big Rapids, MI 49307, United States of America",1,1,1
55900,Uplift Michigan Academy,W526 Division St,Stephenson,MI,49887,"W526 Division St, Stephenson, MI 49887",45.417065,-87.608545,"Division Street, Stephenson, MI 49887, United States of America",0.5,1,1
55901,Nah Tah Wahsh Public School Academy,N14911 Hannahville Road B 1,Wilson,MI,49896,"N14911 Hannahville Road B 1, Wilson, MI 49896",,,,,,
56901,Windover High School,919 Smith Rd,Midland,MI,48640,"919 Smith Rd, Midland, MI 48640",43.616455,-84.28386138,"919 Smith Road, Midland, MI 48640, United States of America",1,1,1
56902,Midland Academy of Advanced and Creative Studies,4653 East Bailey Bridge Rd,Midland,MI,48640,"4653 East Bailey Bridge Rd, Midland, MI 48640",43.568651,-84.181502,"4653 Bailey Bridge Road, Midland, MI 48640, United States of America",0.9,1,0.9
56903,Academic and Career Education Academy,884 E Isabella Rd,Midland,MI,48640,"884 E Isabella Rd, Midland, MI 48640",43.611866,-84.335175,"884 East Isabella Road, Midland, MI 48640, United States of America",1,1,1
58901,New Bedford Academy,6315 Secor Rd,Lambertville,MI,48144,"6315 Secor Rd, Lambertville, MI 48144",41.7305516,-83.62674093,"New Bedford Academy, 6315 Secor Road, Lambertville, MI 48144, United States of America",1,1,1
58902,Triumph Academy,3000 Vivian Rd,Monroe,MI,48162,"3000 Vivian Rd, Monroe, MI 48162",41.95107498,-83.36536472,"3000 Vivian Road, Frenchtown Charter Township, MI 48162, United States of America",1,1,1
59900,Success Virtual Learning Centers of Michigan,7188 Avenue B,Vestaburg,MI,48891,"7188 Avenue B, Vestaburg, MI 48891",43.397251,-84.907631,"7188 B Avenue, Richland, MI 48891, United States of America",0,0.567,
59900,Success Virtual Learning Centers of Michigan,1850 S Dort Hwy,Flint,MI,48503,"1850 S Dort Hwy, Flint, MI 48503",43.00853576,-83.65429794,"1850 South Dort Highway, Flint, MI 48503, United States of America",1,1,1
59900,Success Virtual Learning Centers of Michigan,4328 Kalamazoo Ave Se,Grand Rapids,MI,49508,"4328 Kalamazoo Ave Se, Grand Rapids, MI 49508",42.88524572,-85.62594275,"4328 Kalamazoo Avenue Southeast, Kentwood, MI 49508, United States of America",1,1,1
59900,Success Virtual Learning Centers of Michigan,21800 John R Rd,Hazel Park,MI,48030,"21800 John R Rd, Hazel Park, MI 48030",42.455565,-83.103181,"21800 John R Road, Hazel Park, MI 48030, United States of America",1,1,1
