District Code,District,Street,City,City,Zip,Address,Latitude,Longitude,Address_formatted,confidence,confidence_city_level,confidence_street_level
59900,Success Virtual Learning Centers of Michigan,2501 S Cedar St,Lansing,MI,48910,"2501 S Cedar St, Lansing, MI 48910",42.7057588,-84.5475761,"2501 South Cedar Street, Lansing, MI 48910, United States of America",1,1,1
59900,Success Virtual Learning Centers of Michigan,5433 W Saginaw Hwy,Lansing,MI,48917,"5433 W Saginaw Hwy, Lansing, MI 48917",42.7410845,-84.6278919,"5433 West Saginaw Highway, Delta Charter Township, MI 48917, United States of America",1,1,1
59900,Success Virtual Learning Centers of Michigan,1000 S Monroe St,Monroe,MI,48161,"1000 S Monroe St, Monroe, MI 48161",41.90768325,-83.40521392,"1000 South Monroe Street, South Monroe, MI 48161, United States of America",1,1,1
59900,Success Virtual Learning Centers of Michigan,950 W Norton Ave # C,Muskegon,MI,49441,"950 W Norton Ave # C, Muskegon, MI 49441",43.1909721,-86.2670659,"Pints & Quarts, 950 West Norton Avenue, Roosevelt Park, MI 49441, United States of America",0.9,1,0.9
59900,Success Virtual Learning Centers of Michigan,1930 E Apple Ave,Muskegon,MI,49442,"1930 E Apple Ave, Muskegon, MI 49442",43.23429178,-86.19595793,"1930 East Apple Avenue, Muskegon Charter Township, MI 49442, United States of America",1,1,1
59900,Success Virtual Learning Centers of Michigan,945 W Huron St,Waterford,MI,48328,"945 W Huron St, Waterford, MI 48328",42.635063,-83.32741546,"945 West Huron Street, Waterford Township, MI 48328, United States of America",1,1,1
59900,Success Virtual Learning Centers of Michigan,24680 Eureka Rd,Taylor,MI,48180,"24680 Eureka Rd, Taylor, MI 48180",42.1974315,-83.27571867,"24680 Eureka Road, Taylor, MI 48180, United States of America",1,1,1
59900,Success Virtual Learning Centers of Michigan,336 Huron Ave,Port Huron,MI,48060,"336 Huron Ave, Port Huron, MI 48060",42.97791443,-82.42414012,"336 Huron Avenue, Port Huron, MI 48060, United States of America",1,1,1
59901,Threshold Academy,5827 Orleans Rd,Orleans,MI,48865,"5827 Orleans Rd, Orleans, MI 48865",43.07314991,-85.13537798,"5827 Orleans Road, Orleans, MI 48865, United States of America",1,1,1
61900,Muskegon Montessori Academy for Environmental Change,2950 Mccracken St,Norton Shores,MI,49441,"2950 Mccracken St, Norton Shores, MI 49441",43.19912555,-86.29260867,"2950 McCracken Street, Norton Shores, MI 49441, United States of America",1,1,1
61901,Tri-Valley Academy of Arts and Academics,2140 Valley Street,Muskegon,MI,49444,"2140 Valley Street, Muskegon, MI 49444",43.21322382,-86.22066559,"2140 Valley Street, Muskegon, MI 49444, United States of America",1,1,1
61902,Timberland Academy,2574 Mclaughlin Ave,Muskegon,MI,49442,"2574 Mclaughlin Ave, Muskegon, MI 49442",43.23043182,-86.18023821,"2574 McLaughlin Avenue, Muskegon Charter Township, MI 49442, United States of America",1,1,1
61903,WayPoint Academy,2900 East Apple Ave,Muskegon,MI,49442,"2900 East Apple Ave, Muskegon, MI 49442",43.234312,-86.170884,"2900 East Apple Avenue, Muskegon Charter Township, MI 49442, United States of America",1,1,1
61904,Three Oaks Public School Academy,1212 Kingsley St,Muskegon,MI,49442,"1212 Kingsley St, Muskegon, MI 49442",43.22851939,-86.22295827,"1212 Kingsley Street, Muskegon, MI 49442, United States of America",1,1,1
61905,Muskegon Heights Public School Academy System,2441 Sanford St,Muskegon Heights,MI,49444,"2441 Sanford St, Muskegon Heights, MI 49444",43.20796255,-86.24589984,"2441 Sanford Street, Muskegon Heights, MI 49444, United States of America",1,1,1
61905,Muskegon Heights Public School Academy System,55 E Sherman Blvd,Muskegon Heights,MI,49444,"55 E Sherman Blvd, Muskegon Heights, MI 49444",43.2044722,-86.24341931,"Dr. Martin Luther King Academy, 55 East Sherman Boulevard, Muskegon Heights, MI 49444, United States of America",1,1,1
61905,Muskegon Heights Public School Academy System,3028 Howden St,Muskegon Heights,MI,49444,"3028 Howden St, Muskegon Heights, MI 49444",43.19735557,-86.23757471,"3028 Howden Street, Muskegon Heights, MI 49444, United States of America",1,1,1
61905,Muskegon Heights Public School Academy System,3028 Howden St,Muskegon,MI,49444,"3028 Howden St, Muskegon, MI 49444",43.19735557,-86.23757471,"3028 Howden Street, Muskegon Heights, MI 49444, United States of America",1,1,1
61905,Muskegon Heights Public School Academy System,600 East Barney Ave,Muskegon,MI,49444,"600 East Barney Ave, Muskegon, MI 49444",43.210484,-86.229388,"600 East Barney Avenue, Muskegon Heights, MI 49444, United States of America",1,1,1
61905,Muskegon Heights Public School Academy System,600 East Barney,Muskegon Heights,MI,49444,"600 East Barney, Muskegon Heights, MI 49444",43.210587,-86.227776,"600 East Barney Avenue, Muskegon, MI 49444, United States of America",0.9,1,0.9
61905,Muskegon Heights Public School Academy System,2441 Sanford St,Muskegon,MI,49444,"2441 Sanford St, Muskegon, MI 49444",43.20796255,-86.24589984,"2441 Sanford Street, Muskegon Heights, MI 49444, United States of America",1,1,1
61905,Muskegon Heights Public School Academy System,55 East Sherman Blvd,Muskegon,MI,49444,"55 East Sherman Blvd, Muskegon, MI 49444",43.2044722,-86.24341931,"Dr. Martin Luther King Academy, 55 East Sherman Boulevard, Muskegon Heights, MI 49444, United States of America",1,1,1
61906,Muskegon Covenant Academy,125 Catherine Ave,Muskegon,MI,49442,"125 Catherine Ave, Muskegon, MI 49442",43.22828315,-86.24046154,"125 Catherine Avenue, Muskegon, MI 49442, United States of America",1,1,1
61907,Muskegon Maritime Academy,571 E Apple Ave,Muskegon,MI,49442,"571 E Apple Ave, Muskegon, MI 49442",43.23427237,-86.22983125,"571 East Apple Avenue, Muskegon, MI 49442, United States of America",1,1,1
63900,Oakland County Academy of Media & Technology,48980 Woodward Ave,Pontiac,MI,48342,"48980 Woodward Ave, Pontiac, MI 48342",42.642627,-83.297769,"48980 Woodward Avenue, Pontiac, MI 48342, United States of America",1,1,1
63901,AGBU Alex-Marie Manoogian School,22001 Northwe#rn Hwy,Southfield,MI,48075,"22001 Northwe#rn Hwy, Southfield, MI 48075",42.462064,-83.230398,"Southfield (Southfield), MI 48075, United States of America",0.25,1,
63902,Academy of Oak Park,20820 Greenfield Rd,Oak Park,MI,48237,"21700 Marlow St, Oak Park, MI 48237",42.454112,-83.195627,"20820 Greenfield Rd, Oak Park, MI 48237, United States of America",1,1,1
63902,Academy of Oak Park,21700 Marlow St,Oak Park,MI,48237,"21700 Marlow St, Oak Park, MI 48237",42.454112,-83.195627,"21700 Marlow Street, Oak Park, MI 48237, United States of America",1,1,1
63902,Academy of Oak Park,21300 Mendota Ave,Ferndale,MI,48220,"21300 Mendota Ave, Ferndale, MI 48220",42.450707,-83.165984,"21300 Mendota Avenue, Ferndale, MI 48220, United States of America",1,1,1
63902,Academy of Oak Park,14213 Whitcomb St,Detroit,MI,48227,"14213 Whitcomb St, Detroit, MI 48227",42.398648,-83.164558,"Detroit (Detroit), MI, United States of America",0.25,1,
63902,Academy of Oak Park,14213 Whitcomb Avenue,Detroit,MI,48227,"14213 Whitcomb Avenue, Detroit, MI 48227",42.39080535,-83.19643371,"14213 Whitcomb Avenue, Detroit, MI 48227, United States of America",1,1,1
63903,Academy of Southfield,18330 George Washington Dr,Southfield,MI,48075,"18330 George Washington Dr, Southfield, MI 48075",42.47156962,-83.22385884,"18330 George Washington Drive, Southfield, MI 48075, United States of America",1,1,1
63904,Leaders Preparatory Academy,27700 Southfield Rd,Lathrup Village,MI,48076,"27700 Southfield Rd, Lathrup Village, MI 48076",42.4861739,-83.2211584,"Cooper St. Cookies, 27700 Southfield Road, Lathrup Village, MI 48076, United States of America",1,1,1
63905,Oasis Academy,21705 Evergreen Road,Southfield,MI,48075,"21705 Evergreen Road, Southfield, MI 48075",42.4509857,-83.23975465,"21705 Evergreen Road, Southfield, MI 48075, United States of America",1,1,1
63906,Pontiac Academy for Excellence,196 Cesar E Chavez Ave,Pontiac,MI,48342,"196 Cesar E Chavez Ave, Pontiac, MI 48342",42.64396157,-83.29780779,"196 Cesar E. Chavez Avenue, Pontiac, MI 48342, United States of America",1,1,1
63907,Great Lakes Academy,46312 Woodward Ave,Pontiac,MI,48342,"46312 Woodward Ave, Pontiac, MI 48342",42.63131307,-83.28854098,"46312 Woodward Avenue, Pontiac, MI 48342, United States of America",1,1,1
63908,Academy of Michigan,20820 Greenfield,Oak Park,MI,48237,"20820 Greenfield, Oak Park, MI 48237",42.446829,-83.199343,"20820 Greenfield Road, Oak Park, MI 48237, United States of America",0.9,1,0.9
63909,Oakside Prep Academy,355 Summit Dr,Waterford,MI,48328,"355 Summit Dr, Waterford, MI 48328",42.64789126,-83.33242706,"355 Summit Drive, Waterford Township, MI 48328, United States of America",1,1,1
63910,Dr. Joseph F. Pollack Academic Center of Excellence,23777 Southfield Rd,Southfield,MI,48075,"23777 Southfield Rd, Southfield, MI 48075",42.465521,-83.222081,"23777 Southfield Road, Southfield, MI 48075, United States of America",1,1,1
63911,Holly Academy,820 Academy Rd,Holly,MI,48442,"820 Academy Rd, Holly, MI 48442",42.79172374,-83.63990254,"820 Academy Road, Oakland County, MI 48442, United States of America",1,1,1
63912,Oakland International Academy,8228 Conant St,Detroit,MI,48211,"8228 Conant St, Detroit, MI 48211",42.38980895,-83.04281895,"8228 Conant Street, Detroit, MI 48211, United States of America",1,1,1
63912,Oakland International Academy,4001 Miller St,Detroit,MI,48211,"4001 Miller St, Detroit, MI 48211",42.39080125,-83.04057246,"Oakland International Academy Elementary School, 4001 Miller Street, Detroit, MI 48211, United States of America",1,1,1
63912,Oakland International Academy,2619 Florian St,Hamtramck,MI,48212,"2619 Florian St, Hamtramck, MI 48212",42.39348861,-83.05897106,"2619 Florian Street, Hamtramck, MI 48212, United States of America",1,1,1
63912,Oakland International Academy,6111 Miller St,Detroit,MI,48211,"6111 Miller St, Detroit, MI 48211",42.39071398,-83.03976755,"6111 Miller Street, Detroit, MI 48211, United States of America",1,1,1
63913,Walton Charter Academy,744 E Walton Blvd,Pontiac,MI,48340,"744 E Walton Blvd, Pontiac, MI 48340",42.67760242,-83.27238488,"744 East Walton Boulevard, Pontiac, MI 48340, United States of America",1,1,1
63914,Advanced Technology Academy,4800 Oakman Blvd,Dearborn,MI,48126,"4800 Oakman Blvd, Dearborn, MI 48126",42.3660968,-83.1535054,"4800 Oakman Boulevard, Dearborn, MI 48204, United States of America",1,1,1
63914,Advanced Technology Academy,19499 Victor Pkwy,Livonia,MI,48152,"19499 Victor Pkwy, Livonia, MI 48152",42.43171141,-83.42241408,"19499 Victor Parkway, Livonia, MI 48152, United States of America",1,1,1
63914,Advanced Technology Academy,4801 Oakman Blvd,Dearborn,MI,48126,"4801 Oakman Blvd, Dearborn, MI 48126",42.3224688,-83.16824981,"Advanced Technology Academy, 4801 Oakman Boulevard, Dearborn, MI 48126, United States of America",1,1,1
63914,Advanced Technology Academy,7265 Calhoun Street,Dearborn,MI,48126,"7265 Calhoun Street, Dearborn, MI 48126",42.34466509,-83.17575969,"7265 Calhoun Street, Dearborn, MI 48126, United States of America",1,1,1
63915,Arts and Technology Academy of Pontiac,888 Enterprise Dr,Pontiac,MI,48341,"888 Enterprise Dr, Pontiac, MI 48341",42.62003042,-83.25093706,"888 Enterprise Drive, Pontiac, MI 48341, United States of America",1,1,1
63916,Academy of Waterford,3000 Sashabaw Rd,Waterford,MI,48329,"3000 Sashabaw Rd, Waterford, MI 48329",42.68309227,-83.3736549,"3000 Sashabaw Road, Waterford Township, MI 48329, United States of America",1,1,1
63917,Bradford Academy,24218 Garner St,Southfield,MI,48033,"24218 Garner St, Southfield, MI 48033",42.46283591,-83.28169687,"24218 Garner Street, Southfield, MI 48033, United States of America",1,1,1
63918,Laurus Academy,24590 Lahser Rd,Southfield,MI,48033,"24590 Lahser Rd, Southfield, MI 48033",42.46867532,-83.26046487,"24590 Lahser Road, Southfield, MI 48033, United States of America",1,1,1
63919,Woodmont Academy,25175 Code Rd,Southfield,MI,48033,"25175 Code Rd, Southfield, MI 48033",42.47416543,-83.2656244,"25175 Code Road, Southfield, MI 48033, United States of America",1,1,1
63920,Flex High School of Pontiac,142 Auburn Ave,Pontiac,MI,48342,"142 Auburn Ave, Pontiac, MI 48342",42.63424597,-83.28407714,"142 Auburn Avenue, Pontiac, MI 48342, United States of America",1,1,1
63921,Crescent Academy,17570 W 12 Mile Rd,Southfield,MI,48076,"17570 W 12 Mile Rd, Southfield, MI 48076",42.50261988,-83.21970895,"17570 West 12 Mile Road, Southfield, MI 48076, United States of America",1,1,1
63921,Crescent Academy,13400 Oak Park Boulevard,Oak Park,MI,48237,"13400 Oak Park Boulevard, Oak Park, MI 48237",42.46577395,-83.18002286,"13400 Oak Park Boulevard, Oak Park, MI 48237, United States of America",1,1,1
63921,Crescent Academy,25175 Code Rd,Southfield,MI,48033,"25175 Code Rd, Southfield, MI 48033",42.47416543,-83.2656244,"25175 Code Road, Southfield, MI 48033, United States of America",1,1,1
63921,Crescent Academy,26555 Franklin Rd,Southfield,MI,48033,"26555 Franklin Rd, Southfield, MI 48033",42.48373312,-83.28861461,"26555 Franklin Road, Southfield, MI 48033, United States of America",1,1,1
63922,Great Oaks Academy,4257 Bart Ave,Warren,MI,48091,"4257 Bart Ave, Warren, MI 48091",42.46593388,-83.06317546,"4257 Bart Avenue, Warren, MI 48091, United States of America",1,1,1
63923,Four Corners Montessori Academy,1075 E Gardenia Ave,Madison Heights,MI,48071,"1075 E Gardenia Ave, Madison Heights, MI 48071",42.49799957,-83.09525081,"1075 East Gardenia Avenue, Madison Heights, MI 48071, United States of America",1,1,1
63924,Michigan Mathematics and Science Academy,27300 Dequindre Rd,Warren,MI,48092,"27300 Dequindre Rd, Warren, MI 48092",42.49283,-83.085072,"27300 Dequindre Road, Warren, MI 48092, United States of America",1,1,1
63924,Michigan Mathematics and Science Academy,28501 Lorraine Ave,Warren,MI,48093,"28501 Lorraine Ave, Warren, MI 48093",42.50263087,-83.01852017,"28501 Lorraine Avenue, Warren, MI 48093, United States of America",1,1,1
63925,Taylor International Academy,26555 Franklin Road,Southfield,MI,48034,"26555 Franklin Road, Southfield, MI 48034",42.483529,-83.290759,"26555 Franklin Road, Southfield, MI 48033, United States of America",1,1,1
63926,Faxon Academy,26275 Northwe#rn Hwy,Southfield,MI,48076,"26275 Northwe#rn Hwy, Southfield, MI 48076",42.497517,-83.230874,"Lathrup Village (Lathrup Village), MI 48076, United States of America",0.25,1,
63927,Michigan School for the Arts,825 Golf Drive,Pontiac,MI,48341,"825 Golf Drive, Pontiac, MI 48341",42.61795891,-83.30407754,"825 Golf Drive, Pontiac, MI 48341, United States of America",1,1,1
63928,Momentum Academy,60 S Lynn Ave,Waterford,MI,48328,"60 S Lynn Ave, Waterford, MI 48328",42.63361007,-83.33561225,"60 South Lynn Avenue, Waterford Township, MI 48328, United States of America",1,1,1
63929,Waterford Montessori Academy,4860 Midland Ave,Waterford,MI,48329,"4860 Midland Ave, Waterford, MI 48329",42.69435739,-83.38438835,"4860 Midland Avenue, Waterford Township, MI 48329, United States of America",1,1,1
63929,Waterford Montessori Academy,4350 Elizabeth Lake Rd,Waterford,MI,48328,"4350 Elizabeth Lake Rd, Waterford, MI 48328",42.63892973,-83.37277514,"4350 Elizabeth Lake Road, Waterford Township, MI 48328, United States of America",1,1,1
63930,NexTech High School of Metro Detroit,31333 Southfield Rd,Beverly Hills,MI,48025,"31333 Southfield Rd, Beverly Hills, MI 48025",42.51974375,-83.22422668,"31333 Southfield Road, Beverly Hills, MI 48025, United States of America",1,1,1
63931,Oakland FlexTech High School,23801 Industrial Park Dr,Farmington Hills,MI,48335,"23801 Industrial Park Dr, Farmington Hills, MI 48335",42.46537935,-83.42347865,"23801 Industrial Park Drive, Farmington Hills, MI 48335, United States of America",1,1,1
63932,Deer Trail Academy (SDA),810 James Hunt Dr,Oxford,MI,48371,"810 James Hunt Dr, Oxford, MI 48371",42.81515253,-83.23227556,"810 James Hunt Drive, Oxford Charter Township, MI 48371, United States of America",1,1,1
63932,Deer Trail Academy (SDA),13500 Oak Park Blvd,Oak Park,MI,48237,"13500 Oak Park Blvd, Oak Park, MI 48237",42.46575086,-83.18105459,"13500 Oak Park Boulevard, Oak Park, MI 48237, United States of America",1,1,1
63933,Jefferson International Academy,60 S Lynn Ave,Waterford,MI,48328,"60 S Lynn Ave, Waterford, MI 48328",42.63361007,-83.33561225,"60 South Lynn Avenue, Waterford Township, MI 48328, United States of America",1,1,1
63933,Jefferson International Academy,825 Golf Drive,Pontiac,MI,48341,"825 Golf Drive, Pontiac, MI 48341",42.61795891,-83.30407754,"825 Golf Drive, Pontiac, MI 48341, United States of America",1,1,1
63934,Kingsbury Country Day School,5000 Hosner Rd,Oxford,MI,48370,"5000 Hosner Rd, Oxford, MI 48370",42.871158,-83.20268,"5000 Hosner Road, Dryden Township, MI 48370, United States of America",1,1,1
63935,Frederick Douglass International Academy,21700 Marlow ST.,Oak Park,MI,48237,"21700 Marlow ST., Oak Park, MI 48237",42.454112,-83.195627,"21700 Marlow Street, Oak Park, MI 48237, United States of America",1,1,1
63936,Early Career Academy,1522 E Big Beaver Rd,Troy,MI,48083,"1522 E Big Beaver Rd, Troy, MI 48083",42.56258655,-83.11725388,"1522 East Big Beaver Road, Troy, MI 48083, United States of America",1,1,1
63937,Hinoki International School,29230 West 12 Mile Road,Farmington Hills,MI,48334,"29230 West 12 Mile Road, Farmington Hills, MI 48334",42.49984702,-83.33502583,"29230 West 12 Mile Road, Farmington Hills, MI 48334, United States of America",1,1,1
63938,Keys Grace Academy,27321 Hampden St,Madison Heights,MI,48071,"27321 Hampden St, Madison Heights, MI 48071",42.49302169,-83.11370324,"27321 Hampden Street, Madison Heights, MI 48071, United States of America",1,1,1
63938,Keys Grace Academy,915 E 11 Mile Rd,Madison Hts,MI,48071,"915 E 11 Mile Rd, Madison Hts, MI 48071",42.49074539,-83.09717269,"915 East 11 Mile Road, Madison Heights, MI 48071, United States of America",1,1,1
63939,Lighthouse Connections Academy,3150 Livernois Rd,Troy,MI,48083,"3150 Livernois Rd, Troy, MI 48083",42.56417941,-83.14765321,"3150 Livernois Road, Troy, MI 48083, United States of America",1,1,1
64901,Lakeshore Public Academy,6023 N. 72nd Avenue,Hart,MI,49420,"6023 N. 72nd Avenue, Hart, MI 49420",43.75454245,-86.37884145,"6023 North 72nd Avenue, Weare Township, MI 49420, United States of America",1,1,1
65900,Alternative Educational Academy of Ogemaw County,2479 S M 76,West Branch,MI,48661,"2479 S M 76, West Branch, MI 48661",44.2629473,-84.21460913,"Alternative Educational Academy of Ogemaw County, 2479 South M-76, West Branch Township, MI 48661, United States of America",1,1,1
70901,Walden Green Montessori,17339 Roosevelt Rd,Spring Lake,MI,49456,"17339 Roosevelt Rd, Spring Lake, MI 49456",43.08840578,-86.21880504,"17339 Roosevelt Road, Ferrysburg, MI 49456, United States of America",1,1,1
70902,West MI Academy of Arts and Academics,17350 Hazel St,Spring Lake,MI,49456,"17350 Hazel St, Spring Lake, MI 49456",43.086108,-86.212406,"17350 Hazel, Ferrysburg, MI 49456, United States of America",0.9,1,0.9
70904,Black River Public School,491 Columbia Ave,Holland,MI,49423,"491 Columbia Ave, Holland, MI 49423",42.779352,-86.100121,"491 Columbia Avenue, Holland, MI 49423, United States of America",1,1,1
70904,Black River Public School,513 Columbia Ave,Holland,MI,49423,"513 Columbia Ave, Holland, MI 49423",42.77819082,-86.10009481,"513 Columbia Avenue, Holland, MI 49423, United States of America",1,1,1
70905,Vanderbilt Charter Academy,301 W 16th St,Holland,MI,49423,"301 W 16th St, Holland, MI 49423",42.783037,-86.120568,"301 West 16th Street, Holland, MI 49423, United States of America",1,1,1
70906,Eagle Crest Charter Academy,11950 Riley St,Holland,MI,49424,"11950 Riley St, Holland, MI 49424",42.82654417,-86.07699626,"11950 Riley Street, Zeeland, MI 49424, United States of America",1,1,1
70907,Wavecrest Career Academy,633 Apple Ave,Holland,MI,49423,"633 Apple Ave, Holland, MI 49423",42.77386967,-86.08992333,"633 Apple Avenue, Holland, MI 49423, United States of America",1,1,1
70908,Innocademy,8485 Home#ad Dr,Zeeland,MI,49464,"8485 Home#ad Dr, Zeeland, MI 49464",42.8108439,-85.9913348,"Innocademy, 8485 Homestead Drive, Zeeland Charter Township, MI 49464, United States of America",0.63,1,0.63
70909,ICademy Global,8485 Home#ad Dr,Zeeland,MI,49464,"8485 Home#ad Dr, Zeeland, MI 49464",42.8108439,-85.9913348,"Innocademy, 8485 Homestead Drive, Zeeland Charter Township, MI 49464, United States of America",0.63,1,0.63
71901,Presque Isle Academy I,251 W. Huron Avenue,Rogers City,MI,49779,"251 W. Huron Avenue, Rogers City, MI 49779",45.42049312,-83.81971369,"251 West Huron Avenue, Rogers City, MI 49779, United States of America",1,1,1
71902,Presque Isle Academy,P.O. Box 731,Onaway,MI,49765,"P.O. Box 731, Onaway, MI 49765",45.357512,-84.223903,"Onaway, MI, United States of America",1,1,
71902,Presque Isle Academy,20830 Cedar St,Onaway,MI,49765,"20830 Cedar St, Onaway, MI 49765",45.36160355,-84.2306137,"Presque Isle Academy, 20830 West Cedar Street, Onaway, MI 49765, United States of America",1,1,1
72901,Charlton Heston Academy,1350 N Saint Helen Rd,Saint Helen,MI,48656,"1350 N Saint Helen Rd, Saint Helen, MI 48656",44.35320231,-84.41013182,"1350 North Saint Helen Road, St. Helen, MI 48656, United States of America",1,1,1
72901,Charlton Heston Academy,1495 N Saint Helen Rd,Saint Helen,MI,48656,"1495 N Saint Helen Rd, Saint Helen, MI 48656",44.35696988,-84.41034714,"1495 North Saint Helen Road, St. Helen, MI 48656, United States of America",1,1,1
73900,Saginaw Covenant Academy,508 S Washington Ave,Saginaw,MI,48607,"508 S Washington Ave, Saginaw, MI 48607",43.42831545,-83.94051433,"508 South Washington Avenue, Saginaw, MI 48607, United States of America",1,1,1
73901,Saginaw Academy of Excellence,1300 Malzahn St,Saginaw,MI,48602,"1300 Malzahn St, Saginaw, MI 48602",43.426293,-83.988732,"1300 Malzahn Street, Saginaw, MI 48602, United States of America",1,1,1
73902,Northlane Math & Science Academy,Warriner Hall 265,Mt. Pleasant,MI,48849,"Warriner Hall 265, Mt. Pleasant, MI 48849",,,,,,
73902,Northlane Math & Science Academy,P.O. Box 160,Freeland,MI,48623,"P.O. Box 160, Freeland, MI 48623",43.5250265,-84.1227598,"Freeland, Tittabawassee Township, MI 48623, United States of America",1,1,
73903,Academy for Technology and Enterprise,2102 Weiss Street,Saginaw,MI,48602,"2102 Weiss Street, Saginaw, MI 48602",43.44375904,-83.96786906,"2102 Weiss Street, Saginaw, MI 48602, United States of America",1,1,1
73904,Benito Juarez Academy,3830 Lamson Street,Saginaw,MI,48601,"3830 Lamson Street, Saginaw, MI 48601",43.40467797,-83.91438845,"3830 Lamson Street, Saginaw, MI 48601, United States of America",1,1,1
73905,Saginaw County Transition Academy,1000 Tuscola St,Saginaw,MI,48607,"1000 Tuscola St, Saginaw, MI 48607",43.433055,-83.930078,"1000 Tuscola Street, Saginaw, MI 48607, United States of America",1,1,1
73906,Curtis House Academy,6235 Gratiot Road,Saginaw,MI,48603,"6235 Gratiot Road, Saginaw, MI 48603",43.4154755,-84.0381716,"6235 Gratiot Road, Saginaw Charter Township, MI 48638, United States of America",0.9,0.9,0.9
73906,Curtis House Academy,P.O. Box 309,Frankenmuth,MI,48734,"P.O. Box 309, Frankenmuth, MI 48734",43.3323684,-83.7392288,"Frankenmuth, MI, United States of America",1,1,
73907,Saginaw Preparatory PSA,7400 Bay Road,University Center,MI,48710,"7400 Bay Road, University Center, MI 48710",43.514286,-83.96388396,"Marshall M. Fredericks Sculpture Museum, 7400 Bay Road, Kochville Township, MI 48710, United States of America",0.95,1,1
73907,Saginaw Preparatory PSA,615 South Jefferson,Saginaw,MI,48601,"615 South Jefferson, Saginaw, MI 48601",43.4269281,-83.9375133,"615 South Jefferson Avenue, Saginaw, MI, United States of America",0.9,1,0.9
73908,Saginaw Preparatory Academy,5173 Lodge St,Saginaw,MI,48601,"5173 Lodge St, Saginaw, MI 48601",43.39566535,-83.87839037,"5173 Lodge Street, Buena Vista Charter Township, MI 48601, United States of America",1,1,1
73909,Francis Reh PSA,2201 Owen St,Saginaw,MI,48601,"2201 Owen St, Saginaw, MI 48601",43.40669661,-83.94471496,"2201 Owen Street, Saginaw, MI 48601, United States of America",1,1,1
73910,North Saginaw Charter Academy,2332 Trautner Dr,Saginaw,MI,48604,"2332 Trautner Dr, Saginaw, MI 48604",43.48470259,-83.96243461,"2332 Trautner Drive, Kochville Township, MI 48604, United States of America",1,1,1
73911,Saginaw Learn to Earn Academy,1000 Tuscola St,Saginaw,MI,48607,"1000 Tuscola St, Saginaw, MI 48607",43.433055,-83.930078,"1000 Tuscola Street, Saginaw, MI 48607, United States of America",1,1,1
73912,International Academy of Saginaw,1944 Iowa Ave,Saginaw,MI,48601,"1944 Iowa Ave, Saginaw, MI 48601",43.38477956,-83.91721375,"1944 Iowa Avenue, Bridgeport Charter Township, MI 48601, United States of America",1,1,1
73913,New Hope Public School Academy,3145 Russell St,Saginaw,MI,48601,"3145 Russell St, Saginaw, MI 48601",43.39714757,-83.96005573,"3145 Russell Street, Saginaw, MI 48601, United States of America",1,1,1
74900,East Shore Leadership Academy,1403 7th St,Port Huron,MI,48060,"1403 7th St, Port Huron, MI 48060",42.96928349,-82.4274389,"1403 7th Street, Port Huron, MI 48060, United States of America",1,1,1
74901,St. Clair County Learning Academy,1520 Michigan Rd,Port Huron,MI,48060,"1520 Michigan Rd, Port Huron, MI 48060",42.95172494,-82.48177247,"1520 Michigan Road, Tappan, MI 48060, United States of America",1,1,1
74902,Industrial Technology Academy,Po Box 1500,Marysville,MI,48040,"Po Box 1500, Marysville, MI 48040",42.9108647,-82.4861734,"Marysville, MI 48040, United States of America",1,1,
74903,Landmark Academy,4800 Lapeer Rd,Kimball,MI,48074,"4800 Lapeer Rd, Kimball, MI 48074",42.98324154,-82.51719283,"4800 Lapeer Road, Saint Clair County, MI 48074, United States of America",1,1,1
74904,Health Careers Academy of St. Clair County,Po Box 1500,Marysville,MI,48040,"Po Box 1500, Marysville, MI 48040",42.9108647,-82.4861734,"Marysville, MI 48040, United States of America",1,1,
74905,Hospitality Academy of St. Clair County,Po Box 1500,Marysville,MI,48040,"Po Box 1500, Marysville, MI 48040",42.9108647,-82.4861734,"Marysville, MI 48040, United States of America",1,1,
74906,Blue Water Learning Academy,9541 Phelps,Algonac,MI,48001,"9541 Phelps, Algonac, MI 48001",42.627836,-82.585253,"9541 Phelps Road, Algonac, MI 48001, United States of America",0.9,1,0.9
74907,Information Technology Academy of St. Clair,Po Box 1500,Marysville,MI,48040,"Po Box 1500, Marysville, MI 48040",42.9108647,-82.4861734,"Marysville, MI 48040, United States of America",1,1,
74908,Academic Transitional Academy,1520 Michigan Rd,Port Huron,MI,48060,"1520 Michigan Rd, Port Huron, MI 48060",42.95172494,-82.48177247,"1520 Michigan Road, Tappan, MI 48060, United States of America",1,1,1
74909,Public Safety Academy of St. Clair,Po Box 1500,Marysville,MI,48040,"Po Box 1500, Marysville, MI 48040",42.9108647,-82.4861734,"Marysville, MI 48040, United States of America",1,1,
74910,St. Clair County Academy of Style,Po Box 1500,Marysville,MI,48040,"Po Box 1500, Marysville, MI 48040",42.9108647,-82.4861734,"Marysville, MI 48040, United States of America",1,1,
74911,St. Clair County Intervention Academy,1170 Michigan Rd,Port Huron,MI,48060,"1170 Michigan Rd, Port Huron, MI 48060",42.94148999,-82.48122027,"1170 Michigan Road, Saint Clair County, MI 48060, United States of America",1,1,1
74911,St. Clair County Intervention Academy,Po Box 1500,Marysville,MI,48040,"Po Box 1500, Marysville, MI 48040",42.9108647,-82.4861734,"Marysville, MI 48040, United States of America",1,1,
